,test,serial_number,evaluation,sample_value,test_result,made_by,equipment,sample_plan,plan_result,plan_date,plan_hour,lat_ticket,lsl,usl
1406,"CC-Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010002g,Menor Que (25mm),23.82,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,25.0
1407,"CC-Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010002g,Menor Que (25mm),23.1,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,25.0
1408,"Sensitividad Web, Aceleracion con ""No Atore""",qasn231010002g,Igual A (1.5G),1.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,
1410,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010002g,Igual A (4.5G),4.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,
1411,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010002g,Menor Que (50mm),20.49,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,50.0
1412,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010002g,Menor Que (50mm),19.81,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,50.0
1413,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010002g,Menor Que (50mm),22.57,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,50.0
1414,CC-Retraccion System Max.,qasn231010002g,"Entre (1.1N, 6.4N)",2.83,Paso,549227,03799,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:19:00,QT23101002E,1.1,6.4
1415,CC-Retraccion System Min.,qasn231010002g,"Entre (1.1N, 6.4N)",2.79,Paso,549227,03799,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:19:00,QT23101002E,1.1,6.4
1416,CC-Tiempo de Empaque(3.0 seg Max.),,Captura Manual,72.0,Paso,549227,365510,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:19:00,QT23101002E,,
1417,Retraccion Directa Max. Bench,,Captura Manual,6.55,Paso,549227,G-57,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:19:00,QT23101002E,,
1418,Retraccion Directa Min. Bench,,Captura Manual,5.71,Paso,549227,G-57,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:19:00,QT23101002E,,
1419,CC-Punto de Destruccion @ 75%,qasn231010002g,Mayor Que (8900N),20359.7,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Paso,2023-04-11,2023-04-11 12:18:00,QT23101002E,8900.0,
1421,CC-Punto de Destruccion @ 100% (8900N Min.),,Mayor Que (8900N),19829.0,Paso,546792,#07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Paso,2023-04-11,2023-04-11 12:18:00,QT23101002E,8900.0,
1423,Destruccion de Costura (8900N min.) DWG 33047888,,Mayor Que (8900N),23526.0,Paso,546792,#07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Costura Variante: B,Paso,2023-04-11,2023-04-11 12:18:00,QT23101002E,8900.0,
1424,"Codigo de Destruccion de la Costura Ref. TS34152096, TS34142032",,Captura Manual,1.0,Paso,546792,#07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Costura Variante: B,Paso,2023-04-11,2023-04-11 12:18:00,QT23101002E,,
1426,Prueba de Detonacion/Desplazamiento(50mm Min.) Template #9,,Mayor Que (50mm),81.34,Paso,546792,04937,Especificacion: ES-F7LB-63611B08-AA Prueba: Desplazamiento Variante: A,Paso,2023-04-11,2023-04-11 12:18:00,QT23101002E,50.0,
1427,Angulo de Atore a 90°,qasn2310100003,"Entre (15°, 45°)",19.4,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,15.0,45.0
1428,Angulo de Atore a 180°,qasn2310100003,"Entre (15°, 45°)",20.8,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,15.0,45.0
1429,Angulo de Atore a 270°,qasn2310100003,"Entre (15°, 45°)",21.9,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,15.0,45.0
1430,Angulo de Atore a 0°,qasn2310100003,"Entre (15°, 45°)",20.0,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,15.0,45.0
1431,"Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn2310100003,Menor Que (25mm),23.48,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,,25.0
1432,"Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn2310100003,Menor Que (25mm),21.22,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,,25.0
1433,"Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn2310100003,Menor Que (25mm),23.89,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,,25.0
1434,"Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn2310100003,Menor Que (25mm),22.98,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,,25.0
1435,"Sensitividad Web, Aceleracion con ""Atore""",qasn2310100003,"Entre (2G, 5.5G)",3.5,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,2.0,5.5
1436,"Sensitividad Web, Aceleracion Entre 2.0 ~ 5.5 G's con ""Atore""",qasn2310100003,Menor Que (50mm),36.53,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:05:00,QT231010003,,50.0
1438,Nivel de Retraccion @800mm,qasn2310100003,"Entre (2.1N, 4.4N)",3.23,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 11:56:00,QT231010003,2.1,4.4
1439,Nivel de Extraccion @800mm,qasn2310100003,Menor Que (14.0N),10.08,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 11:56:00,QT231010003,,14.0
1440,Nivel de Retraccion @1600mm,qasn2310100003,"Entre (1.7N, 3.5N)",2.61,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 11:56:00,QT231010003,1.7,3.5
1441,Nivel de Extraccion @1600mm,qasn2310100003,Menor Que (10.25N),8.2,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 11:56:00,QT231010003,,10.25
1442,Punto de Destruccion,qasn2310100003,Mayor Que (13300N),19625.6,Paso,546792,07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 11:55:00,QT231010003,13300.0,
1443,Destruccion a (%),,Captura Manual,100.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 11:55:00,QT231010003,,
1445,Destruccion de Costura (13300N min.),,Mayor Que (13300N),24509.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Costura Variante: A,Paso,2023-04-11,2023-04-11 11:55:00,QT231010003,13300.0,
1446,Codigo de Destruccion de la Costura Ref. TS34152096,,Captura Manual,1.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Costura Variante: A,Paso,2023-04-11,2023-04-11 11:55:00,QT231010003,,
1447,Prueba de Detonacion/Desplazamiento(50mm Min.),,Mayor Que (50mm),87.0,Paso,546792,04937,Especificacion: GMW14831 Prueba: Desplazamiento Variante: A,Paso,2023-04-11,2023-04-11 11:55:00,QT231010003,50.0,
1448,Nivel de Retraccion @800mm,qasn2310100018,"Entre (2.0N, 5.0N)",4.15,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: V,Paso,2023-04-11,2023-04-11 08:30:00,QT231010016,2.0,5.0
1449,Nivel de Extraccion @800mm,qasn2310100018,Menor Que (13.0N),5.29,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: V,Paso,2023-04-11,2023-04-11 08:30:00,QT231010016,,13.0
1450,Nivel de Retraccion @1600mm,qasn2310100018,"Entre (1.5N, 3.5N)",2.92,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: V,Paso,2023-04-11,2023-04-11 08:30:00,QT231010016,1.5,3.5
1451,Nivel de Extraccion @1600mm,qasn2310100018,Menor Que (9.25N),3.99,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: V,Paso,2023-04-11,2023-04-11 08:30:00,QT231010016,,9.25
1462,CC-Punto de Destruccion @ 75%,qasn231010002n,Mayor Que (8900N),21056.8,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 08:43:00,QT23101002L,8900.0,
1468,Angulo de Atore a 90°,qasn231010001e,"Entre (15°, 45°)",23.8,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,15.0,45.0
1469,Angulo de Atore a 180°,qasn231010001e,"Entre (15°, 45°)",24.9,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,15.0,45.0
1470,Angulo de Atore a 270°,qasn231010001e,"Entre (15°, 45°)",24.2,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,15.0,45.0
1471,Angulo de Atore a 0°,qasn231010001e,"Entre (15°, 45°)",20.7,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,15.0,45.0
1472,"Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010001e,Menor Que (25mm),17.52,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,,25.0
1473,"Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010001e,Menor Que (25mm),16.27,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,,25.0
1474,"Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010001e,Menor Que (25mm),17.6,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,,25.0
1475,"Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010001e,Menor Que (25mm),17.03,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,,25.0
1476,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010001e,"Entre (3G, 7G)",5.2,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,3.0,7.0
1477,"Sensitividad Web, Aceleracion Entre 3 ~ 7 G's con ""Atore""",qasn231010001e,Menor Que (50mm),19.95,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 12:14:00,QT23101001C,,50.0
1478,Nivel de Retraccion @800mm,qasn231010001e,"Entre (2.0N, 5.0N)",3.02,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: V,Paso,2023-04-11,2023-04-11 08:29:00,QT23101001C,2.0,5.0
1479,Nivel de Extraccion @800mm,qasn231010001e,Menor Que (13.0N),9.05,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: V,Paso,2023-04-11,2023-04-11 08:29:00,QT23101001C,,13.0
1480,Nivel de Retraccion @1600mm,qasn231010001e,"Entre (1.5N, 3.5N)",2.34,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: V,Paso,2023-04-11,2023-04-11 08:29:00,QT23101001C,1.5,3.5
1481,Nivel de Extraccion @1600mm,qasn231010001e,Menor Que (9.25N),7.04,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: V,Paso,2023-04-11,2023-04-11 08:29:00,QT23101001C,,9.25
1482,Punto de Destruccion,qasn231010001E,Mayor Que (13300N),17777.1,Paso,546792,07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 12:03:00,QT23101001C,13300.0,
1483,Destruccion a (%),,Captura Manual,100.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 12:03:00,QT23101001C,,
1485,Destruccion de Costura (13300N min.),,Mayor Que (13300N),23351.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Costura Variante: A,Paso,2023-04-11,2023-04-11 12:03:00,QT23101001C,13300.0,
1486,Codigo de Destruccion de la Costura Ref. TS34152096,,Captura Manual,1.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Costura Variante: A,Paso,2023-04-11,2023-04-11 12:03:00,QT23101001C,,
1487,Angulo de Atore a 90°,qasn231010002l,"Entre (15°, 45°)",21.2,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,15.0,45.0
1488,Angulo de Atore a 180°,qasn231010002l,"Entre (15°, 45°)",23.0,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,15.0,45.0
1489,Angulo de Atore a 270°,qasn231010002l,"Entre (15°, 45°)",24.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,15.0,45.0
1490,Angulo de Atore a 0°,qasn231010002l,"Entre (15°, 45°)",21.6,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,15.0,45.0
1491,"Aceleracion a 0.45 G's, Angulo a 0° con ""Atore""",qasn231010002l,Menor Que (50mm),23.24,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,50.0
1492,"Aceleracion a 0.45 G's, Angulo a 90° con ""Atore""",qasn231010002l,Menor Que (50mm),23.04,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,50.0
1493,"Aceleracion a 0.45 G's, Angulo a 180° con ""Atore""",qasn231010002l,Menor Que (50mm),19.37,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,50.0
1494,"Aceleracion a 0.45 G's, Angulo a 270° con ""Atore""",qasn231010002l,Menor Que (50mm),20.89,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,50.0
1495,"Aceleracion a 0.7 G's, Angulo a 0° con ""Atore""",qasn231010002l,Menor Que (25mm),21.44,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,25.0
1496,"Aceleracion a 0.7 G's, Angulo a 90° con ""Atore""",qasn231010002l,Menor Que (25mm),23.86,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,25.0
1497,"Aceleracion a 0.7 G's, Angulo a 180° con ""Atore""",qasn231010002l,Menor Que (25mm),24.72,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,25.0
1498,"Aceleracion a 0.7 G's, Angulo a 270° con ""Atore""",qasn231010002l,Menor Que (25mm),24.47,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,25.0
1499,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010002l,Mayor Que (1.8G),5.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,1.8,
1500,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010002l,Menor Que (50mm),36.04,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,50.0
1502,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010002l,Menor Que (50mm),36.27,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,50.0
1504,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010002l,Menor Que (50mm),36.26,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:49:00,QT23101002J,,50.0
1520,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34085034,,Mayor Que (350N),922.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:31:00,QT23101000X,350.0,
1522,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34085034,,Mayor Que (350N),655.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:31:00,QT23101000X,350.0,
1524,QA_Sub_Jalado de Barra Superior 1500(N)MIN. TS34005233,,Mayor Que (1500N),2989.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:31:00,QT23101000X,1500.0,
1526,QA_Sub_Jalado de Barra Inferior 1500(N)MIN. TS34005233,,Mayor Que (1500N),2965.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:31:00,QT23101000X,1500.0,
1557,CC-Angulo de Atore a 90°,qasn231010001a,"Entre (15°, 30°)",21.1,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,15.0,30.0
1558,CC-Angulo de Atore a 180°,qasn231010001a,"Entre (15°, 30°)",21.0,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,15.0,30.0
1559,CC-Angulo de Atore a 270°,qasn231010001a,"Entre (15°, 30°)",21.2,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,15.0,30.0
1560,CC-Angulo de Atore a 0°,qasn231010001a,"Entre (15°, 30°)",21.6,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,15.0,30.0
1561,"CC-Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010001a,Menor Que (25mm),19.91,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,25.0
1562,"CC-Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010001a,Menor Que (25mm),17.07,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,25.0
1563,"CC-Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010001a,Menor Que (25mm),20.18,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,25.0
1564,"CC-Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010001a,Menor Que (25mm),19.19,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,25.0
1565,"Sensitividad Web, Aceleracion con ""No Atore""",qasn231010001a,Igual A (1.5G),1.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,
1567,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010001a,Igual A (4.5G),4.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,
1568,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010001a,Menor Que (50mm),22.68,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,50.0
1569,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010001a,Menor Que (50mm),22.6,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,50.0
1570,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore""",qasn231010001a,Menor Que (50mm),19.78,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:35:00,QT231010018,,50.0
1571,CC-Retraccion System Max.,qasn231010001a,"Entre (1.1N, 6.4N)",3.19,Paso,549227,03799,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:45:00,QT231010018,1.1,6.4
1572,CC-Retraccion System Min.,qasn231010001a,"Entre (1.1N, 6.4N)",2.96,Paso,549227,03799,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:45:00,QT231010018,1.1,6.4
1573,CC-Tiempo de Empaque(3.0 seg Max.),,Captura Manual,76.0,Paso,549227,365510,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:45:00,QT231010018,,
1574,Retraccion Directa Max. Bench,,Captura Manual,6.52,Paso,549227,G-57,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:45:00,QT231010018,,
1575,Retraccion Directa Min. Bench,,Captura Manual,5.81,Paso,549227,G-57,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:45:00,QT231010018,,
1576,CC-Punto de Destruccion @ 75%,qasn231010001a,Mayor Que (8900N),16520.6,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 09:46:00,QT231010018,8900.0,
